Country,Year,Miles_Equator,Political Stability,School Enrollment Female,Life Expency,GDP_Per_Capita,More_than_once_a_week,Once_a_week,Once_a_month,Only_on_special_holy_days,Once_a_year,Less_often,Never_practically_never,Don't know,No answer,other missing,Religousity,Religousity2,Religousity_3,Religousity_4
Romania,2013,3170.078109,0.179133072,97.0135193,75.0634146,24271.47,4.4,21.5,17.2,28.4,4.6,17.8,5.2,0.3,0.5,0,14.15714286,14.36666667,0.431,385.7
Rwanda,2013,-133.879182,-0.110951617,39.6838188,66.219,1882.46,32.4,38.2,7.6,2.9,2.4,12.2,4.2,0,0,0,14.27142857,26.06666667,0.782,257.8
Slovenia,2013,3184.435629,0.88225168,98.2588882,80.3219512,33936.04,1.3,13.1,7.6,29.2,6.4,8.9,31.4,1.5,0.7,0,13.98571429,7.333333333,0.22,490.6
South Africa,2013,-2108.604258,-0.046294536,101.680328,61.099,13748.46,17.9,40.2,10.9,6.6,1.1,11.2,6.4,5.8,0,0,13.47142857,23,0.69,321.3
Spain,2013,2791.993023,0.012017759,123.335991,83.0780488,37286.21,3,10.9,5.3,13.2,2.2,10.7,53.3,0.6,0.7,0,14.08571429,6.4,0.192,552.9
Sweden,2013,4148.843109,1.127778053,97.4756317,81.9560976,50430.25,1.3,2.9,4.9,7.1,14.4,13.1,55.8,0,0.4,0,14.21428571,3.033333333,0.091,595
Thailand,2013,1095.032208,-1.311682701,86.756012,75.378,16616.2,15.2,15,10,36.4,0.9,17.6,2.3,0,2.6,0,13.91428571,13.4,0.402,370.4
Ukraine,2013,3338.180877,-0.77728498,95.3786087,71.1595122,11148.2,2.8,9.4,11.8,44.7,7.4,5.2,18.6,0,0,0,14.27142857,8,0.24,434.2
Egypt,2013,1850.618157,-1.6388309,78.0643234,70.928,11192.37,15,30.2,5.9,15.2,0.4,2.2,31.1,0,0,0,14.28571429,17.03333333,0.511,386.8
Uzbekistan,2013,2855.046879,-0.53607899,91.7640076,70.41,6796.9,1.1,3.7,4.8,32.5,3.1,15.4,39.1,0,0.3,0,14.24285714,3.2,0.096,537.2
Argentina,2014,-2650.710693,-0.005121871,107.977142,75.913,23597.12,7.6,12.4,15.9,12,7.3,15.6,29.1,0,0,0,14.27142857,11.96666667,0.359,461.9
Belarus,2014,3705.976683,0.179782152,105.230331,72.9707317,18356.1,1.7,6.8,13,40.8,8.5,8.4,20.2,0.5,0,0,14.2,7.166666667,0.215,455.8
Chile,2014,-2461.585143,0.447516918,91.0845871,79.504,24411.54,6.4,17.1,13.1,10.8,6.7,13.9,28.8,0.9,2.3,0,13.82857143,12.2,0.366,469.5
Colombia,2014,315.389892,-1.114594102,99.6059875,76.322,14171.32,15.2,33.1,15.6,2.4,6.3,14.3,12.7,0.1,0.3,0,14.22857143,21.3,0.639,347.5
Cyprus,2014,2423.722497,0.551882088,96.1862869,80.178,38287.97,4.4,15.7,15.1,40.1,3.3,3.7,17.7,0,0,0,14.28571429,11.73333333,0.352,404.1
Ecuador,2014,-126.355491,-0.018533209,102.113571,75.923,11617.91,11.5,37.4,20.3,9.4,3.1,9.5,8.7,0,0.1,0,14.27142857,23.06666667,0.692,319.1
Estonia,2014,4043.073768,0.780257881,107.134857,77.0341463,33821.93,1.1,2.8,3.6,18.1,16,13.3,44.2,0.6,0.3,0,14.15714286,2.5,0.075,566.6
Germany,2014,3530.432679,0.925186455,99.3399811,81.0902439,53071.46,1.7,8.2,9.4,21.3,7.1,17,34,0,1.2,0.1,14.1,6.433333333,0.193,518.8
Hong Kong,2014,1545.353532,1.153228521,107.412308,83.9804878,59842.21,4.3,6.9,4.8,8.3,3.4,24.6,47.6,0,0.1,0,14.27142857,5.333333333,0.16,564.4
India,2014,1420.964196,-0.99791199,67.6368637,68.286,6182.92,20.3,25.2,13.7,18.6,5.6,7.1,5.5,4,0,0,13.71428571,19.73333333,0.592,327.3
Kazakhstan,2014,3313.350537,0.036018156,102.70826,71.44,24862.97,2,7,10.6,26.4,9,8,37,0,0,0,14.28571429,6.533333333,0.196,505.4
Jordan,2014,2110.376316,-0.540025532,75.2171173,73.969,10003.57,34.1,19.7,3.4,17.8,4.8,4.7,15.5,0,0,0,14.28571429,19.06666667,0.572,315.6
Korea,2014,2477.635233,0.108568802,97.4740829,81.7219512,40957.42,18.1,11.8,5.8,12.4,5.3,21.5,24,0,1.1,0,14.12857143,11.9,0.357,442.1
Malaysia,2014,290.523396,0.266619146,83.4506912,75.268,26661.51,30.8,21.5,12,11.6,1.8,19.9,2.2,0,0.1,0,14.25714286,21.43333333,0.643,300.9
Mexico,2014,1630.780569,-0.853918791,93.6471634,74.908,19721.26,13,33.2,16,11.6,5.1,7.6,13.2,0.1,0.2,0,14.24285714,20.73333333,0.622,339.9
Netherlands,2014,3597.151677,1.045115352,127.854347,81.7073171,55088.63,2.9,7.7,5.8,9.5,6.7,11.9,52.9,1.9,0.6,0,13.91428571,5.466666667,0.164,569.5
New Zealand,2014,-2822.138433,1.467927575,120.652206,81.404878,42218.54,5.4,8.9,4.5,7.8,8.3,15,47.7,0,2.4,0,13.94285714,6.266666667,0.188,554.9
Nigeria,2014,626.657931,-2.130276442,44.9511108,52.672,5190.36,68.3,18.8,3.5,2.3,2.7,4.3,0.1,0,0,0,14.28571429,30.2,0.906,165.6
Pakistan,2014,2095.897149,-2.401279211,29.4289207,66.36,5091.09,9.3,19.6,20.7,23.5,9.4,10,7,0,0.4,0,14.21428571,16.53333333,0.496,364.2
Peru,2014,-634.107723,-0.550656915,91.9220276,75.529,12506.53,9.3,30.4,19.3,1.9,3.4,17.8,14.7,0.6,2.7,0,13.82857143,19.66666667,0.59,391.4
Poland,2014,3582.441222,0.842940807,95.7179031,77.602439,30064.5,4.4,46,16.8,15.2,4,4.2,7.3,1.4,0.7,0,13.98571429,22.4,0.672,321.4
Romania,2014,3170.078109,0.049136128,97.0135193,74.9097561,27141.9,4.4,21.5,17.2,28.4,4.6,17.8,5.2,0.3,0.5,0,14.15714286,14.36666667,0.431,385.7
Rwanda,2014,-133.879182,-0.313469648,39.6838188,66.884,1975.25,32.4,38.2,7.6,2.9,2.4,12.2,4.2,0,0,0,14.27142857,26.06666667,0.782,257.8
Slovenia,2014,3184.435629,0.965773404,98.2588882,81.0780488,36507.55,1.3,13.1,7.6,29.2,6.4,8.9,31.4,1.5,0.7,0,13.98571429,7.333333333,0.22,490.6
South Africa,2014,-2108.604258,-0.146388963,101.680328,61.968,13860.27,17.9,40.2,10.9,6.6,1.1,11.2,6.4,5.8,0,0,13.47142857,23,0.69,321.3
Spain,2014,2791.993023,0.243121743,123.335991,83.2292683,39528.93,3,10.9,5.3,13.2,2.2,10.7,53.3,0.6,0.7,0,14.08571429,6.4,0.192,552.9
Sweden,2014,4148.843109,1.065414786,97.4756317,82.2536585,51947.95,1.3,2.9,4.9,7.1,14.4,13.1,55.8,0,0.4,0,14.21428571,3.033333333,0.091,595
Thailand,2014,1095.032208,-0.906386316,86.756012,75.747,17422.95,15.2,15,10,36.4,0.9,17.6,2.3,0,2.6,0,13.91428571,13.4,0.402,370.4
Ukraine,2014,3338.180877,-2.020833492,95.3786087,71.1865854,11860.56,2.8,9.4,11.8,44.7,7.4,5.2,18.6,0,0,0,14.27142857,8,0.24,434.2
Egypt,2014,1850.618157,-1.631176591,78.0643234,71.117,11014.49,15,30.2,5.9,15.2,0.4,2.2,31.1,0,0,0,14.28571429,17.03333333,0.511,386.8
Uzbekistan,2014,2855.046879,-0.273108631,91.7640076,70.671,6840.71,1.1,3.7,4.8,32.5,3.1,15.4,39.1,0,0.3,0,14.24285714,3.2,0.096,537.2
Argentina,2015,-2650.710693,0.01478538,108.980232,76.068,23290.68,7.6,12.4,15.9,12,7.3,15.6,29.1,0,0,0,14.27142857,11.96666667,0.359,461.9
Armenia,2015,2764.767831,-0.252332628,87.6699295,74.467,13018.87,1.7,9.6,22.2,27.4,10.9,5.2,22.4,0.1,0.4,0,14.2,11.16666667,0.335,444
Belarus,2015,3705.976683,0.110016517,104.059799,73.6243902,19428.01,1.7,6.8,13,40.8,8.5,8.4,20.2,0.5,0,0,14.2,7.166666667,0.215,455.8
Chile,2015,-2461.585143,0.433439225,100.07972,79.646,25526.71,6.4,17.1,13.1,10.8,6.7,13.9,28.8,0.9,2.3,0,13.82857143,12.2,0.366,469.5
Colombia,2015,315.389892,-1.069146633,100.044167,76.531,15044.06,15.2,33.1,15.6,2.4,6.3,14.3,12.7,0.1,0.3,0,14.22857143,21.3,0.639,347.5
Cyprus,2015,2423.722497,0.550866485,98.5265274,80.35,40559.13,4.4,15.7,15.1,40.1,3.3,3.7,17.7,0,0,0,14.28571429,11.73333333,0.352,404.1
Ecuador,2015,-126.355491,-0.143955871,104.440742,76.143,11837.96,11.5,37.4,20.3,9.4,3.1,9.5,8.7,0,0.1,0,14.27142857,23.06666667,0.692,319.1
Estonia,2015,4043.073768,0.620919824,107.617371,77.5902439,36249.36,1.1,2.8,3.6,18.1,16,13.3,44.2,0.6,0.3,0,14.15714286,2.5,0.075,566.6
Germany,2015,3530.432679,0.699824274,98.3072205,80.6414634,55235.37,1.7,8.2,9.4,21.3,7.1,17,34,0,1.2,0.1,14.1,6.433333333,0.193,518.8
Hong Kong,2015,1545.353532,1.04629457,100.771713,84.2780488,62513.96,4.3,6.9,4.8,8.3,3.4,24.6,47.6,0,0.1,0,14.27142857,5.333333333,0.16,564.4
India,2015,1420.964196,-0.948493361,69.4817734,68.607,6669.62,20.3,25.2,13.7,18.6,5.6,7.1,5.5,4,0,0,13.71428571,19.73333333,0.592,327.3
Kazakhstan,2015,3313.350537,-0.035000283,103.877441,71.97,26154.6,2,7,10.6,26.4,9,8,37,0,0,0,14.28571429,6.533333333,0.196,505.4
Jordan,2015,2110.376316,-0.605778575,71.8535309,74.078,10252.62,34.1,19.7,3.4,17.8,4.8,4.7,15.5,0,0,0,14.28571429,19.06666667,0.572,315.6
Korea,2015,2477.635233,0.16101411,99.0962524,82.0243902,43044.29,18.1,11.8,5.8,12.4,5.3,21.5,24,0,1.1,0,14.12857143,11.9,0.357,442.1
Malaysia,2015,290.523396,0.258957565,84.4300232,75.461,28236.21,30.8,21.5,12,11.6,1.8,19.9,2.2,0,0.1,0,14.25714286,21.43333333,0.643,300.9
Mexico,2015,1630.780569,-0.798699081,95.947052,74.904,20096.16,13,33.2,16,11.6,5.1,7.6,13.2,0.1,0.2,0,14.24285714,20.73333333,0.622,339.9
New Zealand,2015,-2822.138433,1.525453329,119.194321,81.4568293,42520.75,5.4,8.9,4.5,7.8,8.3,15,47.7,0,2.4,0,13.94285714,6.266666667,0.188,554.9
Nigeria,2015,626.657931,-1.925442815,53.5122108,53.112,5278.23,68.3,18.8,3.5,2.3,2.7,4.3,0.1,0,0,0,14.28571429,30.2,0.906,165.6
Pakistan,2015,2095.897149,-2.482707977,30.2607899,66.577,5420.7,9.3,19.6,20.7,23.5,9.4,10,7,0,0.4,0,14.21428571,16.53333333,0.496,364.2
Peru,2015,-634.107723,-0.397571415,97.6459503,75.792,13086.79,9.3,30.4,19.3,1.9,3.4,17.8,14.7,0.6,2.7,0,13.82857143,19.66666667,0.59,391.4
Poland,2015,3582.441222,0.874852359,105.353569,77.4512195,31953.04,4.4,46,16.8,15.2,4,4.2,7.3,1.4,0.7,0,13.98571429,22.4,0.672,321.4
Romania,2015,3170.078109,0.189114437,96.0302277,74.9121951,29342.04,4.4,21.5,17.2,28.4,4.6,17.8,5.2,0.3,0.5,0,14.15714286,14.36666667,0.431,385.7
Rwanda,2015,-133.879182,0.013241149,42.2042198,67.45,2138.65,32.4,38.2,7.6,2.9,2.4,12.2,4.2,0,0,0,14.27142857,26.06666667,0.782,257.8
Slovenia,2015,3184.435629,0.953392744,111.364799,80.7756098,38961.54,1.3,13.1,7.6,29.2,6.4,8.9,31.4,1.5,0.7,0,13.98571429,7.333333333,0.22,490.6
Spain,2015,2791.993023,0.251491189,123.358856,82.8317073,40696.39,3,10.9,5.3,13.2,2.2,10.7,53.3,0.6,0.7,0,14.08571429,6.4,0.192,552.9
Sweden,2015,4148.843109,0.947106421,136.870285,82.204878,53521.63,1.3,2.9,4.9,7.1,14.4,13.1,55.8,0,0.4,0,14.21428571,3.033333333,0.091,595
Thailand,2015,1095.032208,-0.99442929,85.7204514,76.091,18533.96,15.2,15,10,36.4,0.9,17.6,2.3,0,2.6,0,13.91428571,13.4,0.402,370.4
Ukraine,2015,3338.180877,-1.961800098,95.0410995,71.1895122,12631.66,2.8,9.4,11.8,44.7,7.4,5.2,18.6,0,0,0,14.27142857,8,0.24,434.2
Egypt,2015,1850.618157,-1.496645689,79.4584122,71.302,11637.88,15,30.2,5.9,15.2,0.4,2.2,31.1,0,0,0,14.28571429,17.03333333,0.511,386.8
Uzbekistan,2015,2855.046879,-0.373036414,91.3545227,70.928,7252.14,1.1,3.7,4.8,32.5,3.1,15.4,39.1,0,0.3,0,14.24285714,3.2,0.096,537.2
Argentina,2015,-2650.710693,0.01478538,108.980232,76.068,23290.68,7.6,12.4,15.9,12,7.3,15.6,29.1,0,0,0,14.27142857,11.96666667,0.359,461.9
Armenia,2015,2764.767831,-0.252332628,87.6699295,74.467,13018.87,1.7,9.6,22.2,27.4,10.9,5.2,22.4,0.1,0.4,0,14.2,11.16666667,0.335,444
Belarus,2015,3705.976683,0.110016517,104.059799,73.6243902,19428.01,1.7,6.8,13,40.8,8.5,8.4,20.2,0.5,0,0,14.2,7.166666667,0.215,455.8
Chile,2015,-2461.585143,0.433439225,100.07972,79.646,25526.71,6.4,17.1,13.1,10.8,6.7,13.9,28.8,0.9,2.3,0,13.82857143,12.2,0.366,469.5
Colombia,2015,315.389892,-1.069146633,100.044167,76.531,15044.06,15.2,33.1,15.6,2.4,6.3,14.3,12.7,0.1,0.3,0,14.22857143,21.3,0.639,347.5
Cyprus,2015,2423.722497,0.550866485,98.5265274,80.35,40559.13,4.4,15.7,15.1,40.1,3.3,3.7,17.7,0,0,0,14.28571429,11.73333333,0.352,404.1
Ecuador,2015,-126.355491,-0.143955871,104.440742,76.143,11837.96,11.5,37.4,20.3,9.4,3.1,9.5,8.7,0,0.1,0,14.27142857,23.06666667,0.692,319.1
Estonia,2015,4043.073768,0.620919824,107.617371,77.5902439,36249.36,1.1,2.8,3.6,18.1,16,13.3,44.2,0.6,0.3,0,14.15714286,2.5,0.075,566.6
Germany,2015,3530.432679,0.699824274,98.3072205,80.6414634,55235.37,1.7,8.2,9.4,21.3,7.1,17,34,0,1.2,0.1,14.1,6.433333333,0.193,518.8
Hong Kong,2015,1545.353532,1.04629457,100.771713,84.2780488,62513.96,4.3,6.9,4.8,8.3,3.4,24.6,47.6,0,0.1,0,14.27142857,5.333333333,0.16,564.4
India,2015,1420.964196,-0.948493361,69.4817734,68.607,6669.62,20.3,25.2,13.7,18.6,5.6,7.1,5.5,4,0,0,13.71428571,19.73333333,0.592,327.3
Kazakhstan,2015,3313.350537,-0.035000283,103.877441,71.97,26154.6,2,7,10.6,26.4,9,8,37,0,0,0,14.28571429,6.533333333,0.196,505.4
Jordan,2015,2110.376316,-0.605778575,71.8535309,74.078,10252.62,34.1,19.7,3.4,17.8,4.8,4.7,15.5,0,0,0,14.28571429,19.06666667,0.572,315.6
Korea,2015,2477.635233,0.16101411,99.0962524,82.0243902,43044.29,18.1,11.8,5.8,12.4,5.3,21.5,24,0,1.1,0,14.12857143,11.9,0.357,442.1
Malaysia,2015,290.523396,0.258957565,84.4300232,75.461,28236.21,30.8,21.5,12,11.6,1.8,19.9,2.2,0,0.1,0,14.25714286,21.43333333,0.643,300.9
Mexico,2015,1630.780569,-0.798699081,95.947052,74.904,20096.16,13,33.2,16,11.6,5.1,7.6,13.2,0.1,0.2,0,14.24285714,20.73333333,0.622,339.9
New Zealand,2015,-2822.138433,1.525453329,119.194321,81.4568293,42520.75,5.4,8.9,4.5,7.8,8.3,15,47.7,0,2.4,0,13.94285714,6.266666667,0.188,554.9
Nigeria,2015,626.657931,-1.925442815,53.5122108,53.112,5278.23,68.3,18.8,3.5,2.3,2.7,4.3,0.1,0,0,0,14.28571429,30.2,0.906,165.6
Pakistan,2015,2095.897149,-2.482707977,30.2607899,66.577,5420.7,9.3,19.6,20.7,23.5,9.4,10,7,0,0.4,0,14.21428571,16.53333333,0.496,364.2
Peru,2015,-634.107723,-0.397571415,97.6459503,75.792,13086.79,9.3,30.4,19.3,1.9,3.4,17.8,14.7,0.6,2.7,0,13.82857143,19.66666667,0.59,391.4
Poland,2015,3582.441222,0.874852359,105.353569,77.4512195,31953.04,4.4,46,16.8,15.2,4,4.2,7.3,1.4,0.7,0,13.98571429,22.4,0.672,321.4
Romania,2015,3170.078109,0.189114437,96.0302277,74.9121951,29342.04,4.4,21.5,17.2,28.4,4.6,17.8,5.2,0.3,0.5,0,14.15714286,14.36666667,0.431,385.7
Rwanda,2015,-133.879182,0.013241149,42.2042198,67.45,2138.65,32.4,38.2,7.6,2.9,2.4,12.2,4.2,0,0,0,14.27142857,26.06666667,0.782,257.8
Slovenia,2015,3184.435629,0.953392744,111.364799,80.7756098,38961.54,1.3,13.1,7.6,29.2,6.4,8.9,31.4,1.5,0.7,0,13.98571429,7.333333333,0.22,490.6
Spain,2015,2791.993023,0.251491189,123.358856,82.8317073,40696.39,3,10.9,5.3,13.2,2.2,10.7,53.3,0.6,0.7,0,14.08571429,6.4,0.192,552.9
Sweden,2015,4148.843109,0.947106421,136.870285,82.204878,53521.63,1.3,2.9,4.9,7.1,14.4,13.1,55.8,0,0.4,0,14.21428571,3.033333333,0.091,595
Thailand,2015,1095.032208,-0.99442929,85.7204514,76.091,18533.96,15.2,15,10,36.4,0.9,17.6,2.3,0,2.6,0,13.91428571,13.4,0.402,370.4
Ukraine,2015,3338.180877,-1.961800098,95.0410995,71.1895122,12631.66,2.8,9.4,11.8,44.7,7.4,5.2,18.6,0,0,0,14.27142857,8,0.24,434.2
Egypt,2015,1850.618157,-1.496645689,79.4584122,71.302,11637.88,15,30.2,5.9,15.2,0.4,2.2,31.1,0,0,0,14.28571429,17.03333333,0.511,386.8
Uzbekistan,2015,2855.046879,-0.373036414,91.3545227,70.928,7252.14,1.1,3.7,4.8,32.5,3.1,15.4,39.1,0,0.3,0,14.24285714,3.2,0.096,537.2
Argentina,2016,-2650.710693,0.204625502,109.598106,76.221,22997.39,7.6,12.4,15.9,12,7.3,15.6,29.1,0,0,0,14.27142857,11.96666667,0.359,461.9
Armenia,2016,2764.767831,-0.662263811,88.4213791,74.64,14230.01,1.7,9.6,22.2,27.4,10.9,5.2,22.4,0.1,0.4,0,14.2,11.16666667,0.335,444
Belarus,2016,3705.976683,0.142281473,104.471619,73.8268293,20092.88,1.7,6.8,13,40.8,8.5,8.4,20.2,0.5,0,0,14.2,7.166666667,0.215,455.8
Chile,2016,-2461.585143,0.413110524,101.118477,79.779,25322.71,6.4,17.1,13.1,10.8,6.7,13.9,28.8,0.9,2.3,0,13.82857143,12.2,0.366,469.5
Colombia,2016,315.389892,-0.882459342,98.7378311,76.732,15673.09,15.2,33.1,15.6,2.4,6.3,14.3,12.7,0.1,0.3,0,14.22857143,21.3,0.639,347.5
Cyprus,2016,2423.722497,0.604254723,99.4556885,80.513,42338.88,4.4,15.7,15.1,40.1,3.3,3.7,17.7,0,0,0,14.28571429,11.73333333,0.352,404.1
Ecuador,2016,-126.355491,-0.085357964,107.169792,76.365,11850.49,11.5,37.4,20.3,9.4,3.1,9.5,8.7,0,0.1,0,14.27142857,23.06666667,0.692,319.1
Estonia,2016,4043.073768,0.673907757,108.07283,77.6414634,37851.3,1.1,2.8,3.6,18.1,16,13.3,44.2,0.6,0.3,0,14.15714286,2.5,0.075,566.6
Germany,2016,3530.432679,0.681363404,97.2517929,80.9902439,55652.89,1.7,8.2,9.4,21.3,7.1,17,34,0,1.2,0.1,14.1,6.433333333,0.193,518.8
Hong Kong,2016,1545.353532,0.750807106,100.504272,84.2268293,62103.41,4.3,6.9,4.8,8.3,3.4,24.6,47.6,0,0.1,0,14.27142857,5.333333333,0.16,564.4
India,2016,1420.964196,-0.953839839,75.0392609,68.897,6971.69,20.3,25.2,13.7,18.6,5.6,7.1,5.5,4,0,0,13.71428571,19.73333333,0.592,327.3
Kazakhstan,2016,3313.350537,0.008457476,107.951218,72.41,27463.97,2,7,10.6,26.4,9,8,37,0,0,0,14.28571429,6.533333333,0.196,505.4
Jordan,2016,2110.376316,-0.492398381,70.3333435,74.184,10496.44,34.1,19.7,3.4,17.8,4.8,4.7,15.5,0,0,0,14.28571429,19.06666667,0.572,315.6
Korea,2016,2477.635233,0.163468957,99.6125717,82.2756098,42998.39,18.1,11.8,5.8,12.4,5.3,21.5,24,0,1.1,0,14.12857143,11.9,0.357,442.1
Malaysia,2016,290.523396,0.136824623,88.8246613,75.649,29620.98,30.8,21.5,12,11.6,1.8,19.9,2.2,0,0.1,0,14.25714286,21.43333333,0.643,300.9
Mexico,2016,1630.780569,-0.629069388,100.053467,74.917,19862.56,13,33.2,16,11.6,5.1,7.6,13.2,0.1,0.2,0,14.24285714,20.73333333,0.622,339.9
New Zealand,2016,-2822.138433,1.519183397,119.092361,81.612439,45554.81,5.4,8.9,4.5,7.8,8.3,15,47.7,0,2.4,0,13.94285714,6.266666667,0.188,554.9
Nigeria,2016,626.657931,-1.877709866,43.0058212,53.541,5352.24,68.3,18.8,3.5,2.3,2.7,4.3,0.1,0,0,0,14.28571429,30.2,0.906,165.6
Pakistan,2016,2095.897149,-2.483173132,32.8369713,66.77,5542.21,9.3,19.6,20.7,23.5,9.4,10,7,0,0.4,0,14.21428571,16.53333333,0.496,364.2
Peru,2016,-634.107723,-0.201726943,96.300087,76.044,13401.01,9.3,30.4,19.3,1.9,3.4,17.8,14.7,0.6,2.7,0,13.82857143,19.66666667,0.59,391.4
Poland,2016,3582.441222,0.507241964,104.781631,77.8512195,33797.77,4.4,46,16.8,15.2,4,4.2,7.3,1.4,0.7,0,13.98571429,22.4,0.672,321.4
Romania,2016,3170.078109,0.277196616,94.207428,75.2097561,31867.26,4.4,21.5,17.2,28.4,4.6,17.8,5.2,0.3,0.5,0,14.15714286,14.36666667,0.431,385.7
Rwanda,2016,-133.879182,-0.054899283,41.9104881,67.93,2321.53,32.4,38.2,7.6,2.9,2.4,12.2,4.2,0,0,0,14.27142857,26.06666667,0.782,257.8
Slovenia,2016,3184.435629,0.990436018,110.873062,81.1756098,40670.88,1.3,13.1,7.6,29.2,6.4,8.9,31.4,1.5,0.7,0,13.98571429,7.333333333,0.22,490.6
South Africa,2016,-2108.604258,-0.14150399,112.82489,63.153,14288.59,17.9,40.2,10.9,6.6,1.1,11.2,6.4,5.8,0,0,13.47142857,23,0.69,321.3
Spain,2016,2791.993023,0.413188279,123.433479,83.3292683,41695.15,3,10.9,5.3,13.2,2.2,10.7,53.3,0.6,0.7,0,14.08571429,6.4,0.192,552.9
Sweden,2016,4148.843109,1.017940879,141.641434,82.3073171,54598.78,1.3,2.9,4.9,7.1,14.4,13.1,55.8,0,0.4,0,14.21428571,3.033333333,0.091,595
Thailand,2016,1095.032208,-0.988581419,123.606117,76.403,19216.84,15.2,15,10,36.4,0.9,17.6,2.3,0,2.6,0,13.91428571,13.4,0.402,370.4
Ukraine,2016,3338.180877,-1.856479883,95.0315323,71.4763415,13345.38,2.8,9.4,11.8,44.7,7.4,5.2,18.6,0,0,0,14.27142857,8,0.24,434.2
Egypt,2016,1850.618157,-1.437696576,80.6136169,71.482,12259.72,15,30.2,5.9,15.2,0.4,2.2,31.1,0,0,0,14.28571429,17.03333333,0.511,386.8
Uzbekistan,2016,2855.046879,-0.272570699,91.4748306,71.171,7658.27,1.1,3.7,4.8,32.5,3.1,15.4,39.1,0,0.3,0,14.24285714,3.2,0.096,537.2
Argentina,2016,-2650.710693,0.204625502,109.598106,76.221,22997.39,7.6,12.4,15.9,12,7.3,15.6,29.1,0,0,0,14.27142857,11.96666667,0.359,461.9
Armenia,2016,2764.767831,-0.662263811,88.4213791,74.64,14230.01,1.7,9.6,22.2,27.4,10.9,5.2,22.4,0.1,0.4,0,14.2,11.16666667,0.335,444
Belarus,2016,3705.976683,0.142281473,104.471619,73.8268293,20092.88,1.7,6.8,13,40.8,8.5,8.4,20.2,0.5,0,0,14.2,7.166666667,0.215,455.8
Chile,2016,-2461.585143,0.413110524,101.118477,79.779,25322.71,6.4,17.1,13.1,10.8,6.7,13.9,28.8,0.9,2.3,0,13.82857143,12.2,0.366,469.5
Colombia,2016,315.389892,-0.882459342,98.7378311,76.732,15673.09,15.2,33.1,15.6,2.4,6.3,14.3,12.7,0.1,0.3,0,14.22857143,21.3,0.639,347.5
Cyprus,2016,2423.722497,0.604254723,99.4556885,80.513,42338.88,4.4,15.7,15.1,40.1,3.3,3.7,17.7,0,0,0,14.28571429,11.73333333,0.352,404.1
Ecuador,2016,-126.355491,-0.085357964,107.169792,76.365,11850.49,11.5,37.4,20.3,9.4,3.1,9.5,8.7,0,0.1,0,14.27142857,23.06666667,0.692,319.1
Estonia,2016,4043.073768,0.673907757,108.07283,77.6414634,37851.3,1.1,2.8,3.6,18.1,16,13.3,44.2,0.6,0.3,0,14.15714286,2.5,0.075,566.6
Germany,2016,3530.432679,0.681363404,97.2517929,80.9902439,55652.89,1.7,8.2,9.4,21.3,7.1,17,34,0,1.2,0.1,14.1,6.433333333,0.193,518.8
Hong Kong,2016,1545.353532,0.750807106,100.504272,84.2268293,62103.41,4.3,6.9,4.8,8.3,3.4,24.6,47.6,0,0.1,0,14.27142857,5.333333333,0.16,564.4
India,2016,1420.964196,-0.953839839,75.0392609,68.897,6971.69,20.3,25.2,13.7,18.6,5.6,7.1,5.5,4,0,0,13.71428571,19.73333333,0.592,327.3
Kazakhstan,2016,3313.350537,0.008457476,107.951218,72.41,27463.97,2,7,10.6,26.4,9,8,37,0,0,0,14.28571429,6.533333333,0.196,505.4
Jordan,2016,2110.376316,-0.492398381,70.3333435,74.184,10496.44,34.1,19.7,3.4,17.8,4.8,4.7,15.5,0,0,0,14.28571429,19.06666667,0.572,315.6
Korea,2016,2477.635233,0.163468957,99.6125717,82.2756098,42998.39,18.1,11.8,5.8,12.4,5.3,21.5,24,0,1.1,0,14.12857143,11.9,0.357,442.1
Malaysia,2016,290.523396,0.136824623,88.8246613,75.649,29620.98,30.8,21.5,12,11.6,1.8,19.9,2.2,0,0.1,0,14.25714286,21.43333333,0.643,300.9
Mexico,2016,1630.780569,-0.629069388,100.053467,74.917,19862.56,13,33.2,16,11.6,5.1,7.6,13.2,0.1,0.2,0,14.24285714,20.73333333,0.622,339.9
New Zealand,2016,-2822.138433,1.519183397,119.092361,81.612439,45554.81,5.4,8.9,4.5,7.8,8.3,15,47.7,0,2.4,0,13.94285714,6.266666667,0.188,554.9
Nigeria,2016,626.657931,-1.877709866,43.0058212,53.541,5352.24,68.3,18.8,3.5,2.3,2.7,4.3,0.1,0,0,0,14.28571429,30.2,0.906,165.6
Pakistan,2016,2095.897149,-2.483173132,32.8369713,66.77,5542.21,9.3,19.6,20.7,23.5,9.4,10,7,0,0.4,0,14.21428571,16.53333333,0.496,364.2
Peru,2016,-634.107723,-0.201726943,96.300087,76.044,13401.01,9.3,30.4,19.3,1.9,3.4,17.8,14.7,0.6,2.7,0,13.82857143,19.66666667,0.59,391.4
Poland,2016,3582.441222,0.507241964,104.781631,77.8512195,33797.77,4.4,46,16.8,15.2,4,4.2,7.3,1.4,0.7,0,13.98571429,22.4,0.672,321.4
Romania,2016,3170.078109,0.277196616,94.207428,75.2097561,31867.26,4.4,21.5,17.2,28.4,4.6,17.8,5.2,0.3,0.5,0,14.15714286,14.36666667,0.431,385.7
