Year,Miles_Equator,Political Stability,School Enrollment Female,Life expency,GDP_Per_Capita,No_religion,Roman_Catholic,Protestant,Orthodox,Jew,Muslim,Hindu,Buddhist,Other Christian,Other,DK,NA,,,
Guatemala,2018,1089.059499,-0.538353622,51.438179,74.063,8664.33432,12.7,48.9,35.3,0.1,0.1,0.1,0.2,0.3,1.3,0.1,0,1,,
Hong Kong,2018,1545.353532,0.783555508,105.795113,84.9341463,62513.95527,71.3,4.1,14.5,0.1,0,0.3,0.3,8.5,0.7,0,0,0.2,,
Hungary,2018,3254.212086,0.747175932,103.68013,76.0658537,31913.07466,55.7,32.6,10.3,0.3,0,0,0,0,0.3,0.5,0.1,0.3,,
Iceland,2018,4482.450519,1.406389832,117.344856,82.8609756,57211.30031,18.2,1.6,70.5,0.1,0,0,0,0.4,7,2.2,0,0,,
Indonesia,2018,-54.459975,-0.545908093,90.0409393,71.509,11643.39732,0,3,4.8,0,0.1,89.7,2,0.3,0,0.4,0,0,,
Italy,2018,2889.16386,0.342383802,100.627792,83.3463415,43036.24378,22.5,73.6,0.4,0.2,0,0.8,0.1,0.5,1.1,0.2,0.1,0.5,,
Kazakhstan,2018,3313.350537,-0.045263644,114.718071,73.15,26154.60194,8.3,0.5,0,18.6,0,67.6,0,0.6,0,0,2.3,2.1,,
Jordan,2018,2110.376316,-0.388832629,64.15522,74.405,10252.61882,0,0,0,0,0,98.3,0,0,1.7,0,0,0,,
Korea,2018,2477.635233,0.637072742,98.1410828,82.6268293,43044.29176,64,6.8,14.9,0.2,0,0,0,14,0,0.2,0,0,,
Latvia,2018,3924.694815,0.407373458,108.584572,74.7829268,30877.04193,51.3,17.1,16.8,13.7,0,0,0,0,0,1,0,0,,
Lithuania,2018,3806.691222,0.741042197,106.193626,75.6804878,36376.18982,14.1,80.1,1,4.3,0,0,0,0,0,0.1,0,0.5,,
Malaysia,2018,290.523396,0.251568764,85.4141312,75.997,28236.20719,2,0,0,0,0,57.8,4.8,17.4,17.4,0.7,0,0,,
Mexico,2018,1630.780569,-0.648208022,109.587608,74.992,20096.15665,12.1,75.3,6.5,0.5,0.1,0,0.5,0.2,0,0,0.1,4.6,,
Montenegro,2018,2946.898782,0.044278473,90.5242996,76.8414634,21513.29975,27.6,2.8,0,49.9,0,16.7,0,0,0,1.2,0.1,1.5,,
Morocco,2018,2193.627438,-0.345210612,76.581192,76.453,7624.844238,1.3,0,0,0,0,98.7,0,0,0,0,0,0,,
Netherlands,2018,3597.151677,0.85426724,135.008316,81.8121951,57826.6285,59.4,16.2,12.4,0,0.1,3,1.1,0.2,0,2.7,0.5,0.9,,
New Zealand,2018,-2822.138433,1.533905268,118.160431,81.8585366,42520.75442,45.2,10.2,0,0.1,0.2,0.7,1,0.7,34,1.6,0,0,,
Norway,2018,4172.569656,1.141178608,114.707901,82.7585366,69808.32941,36,2.9,52.5,0.9,0,2,0.4,0.2,4.2,0.9,0,0,,
Pakistan,2018,2095.897149,-2.269401312,39.1479912,67.114,5420.695792,0,0,0,0,0,98.3,0.8,0,0,0.7,0,0.2,,
Peru,2018,-634.107723,-0.27044335,103.639091,76.516,13086.79035,2.8,76.2,14.1,0,0,0,0.1,0,2.6,3.7,0.3,0.3,,
Philippines,2018,888.700749,-1.092061639,88.6372528,71.095,8719.587979,2.7,77.6,0.6,0,0,5.6,0,0,13.1,0,0,0.4,,
Poland,2018,3582.441222,0.492541552,110.328438,77.602439,31953.03503,9.2,88.7,0.7,0.6,0,0,0,0,0,0.6,0,0.1,,
Portugal,2018,2718.591168,1.129284501,120.573669,81.3243902,34928.54353,24.6,69.1,3.4,0.4,0,0.6,0,0,0,1.8,0,0.1,,
Romania,2018,3170.078109,0.046884775,89.1825867,75.3585366,29342.04115,3.7,4.5,5.2,85.4,0,0.2,0,0,0,0,0,0.9,,
Russia,2018,4245.15669,-0.541188955,102.168159,72.6621951,28821.26172,39,0.1,0.2,49.6,0,7.9,0.2,0.2,0,0.5,1.2,1.1,,
Serbia,2018,3037.139949,0.008951124,95.5646591,75.8902439,17717.9058,25.8,2.7,0.6,69.4,0,0.8,0,0,0,0.3,0,0.3,,
Singapore,2018,93.293727,1.487936497,105.323433,83.297561,100686.2371,23.8,6.8,16.8,0,0.2,14,5,25.8,0,7.5,0,0,,
Slovenia,2018,3184.435629,0.901137114,115.907738,81.3780488,38961.54435,35.6,56.6,0.3,2.8,0,3.3,0,0.1,0,0.7,0,0.6,,
Spain,2018,2791.993023,0.287804037,127.382332,83.4317073,40696.38768,37.5,38.7,0.4,0.7,0.1,1.8,0.1,0.1,0,20.7,0,0,,
Sweden,2018,4148.843109,0.940556705,156.674957,82.5585366,53521.63064,38.5,0.9,54,1.1,0.2,0.9,0,0,4.2,0.1,0,0.1,,
Thailand,2018,1095.032208,-0.799671888,116.513489,76.931,18533.96473,0,0.5,0.1,1.7,0,7.1,0,90.7,0,0,0,0,,
North Macedonia,2018,2870.995815,-0.208728835,79.1018982,76.6487805,16796.27023,8,0.6,0.3,59.1,0,31.5,0,0,0,0.2,0,0.4,,
United Kingdom,2018,3821.085519,0.079742476,122.352379,81.2560976,47573.48802,61.4,7.6,15.2,0,0.4,4.4,1.6,0.2,8.4,0.6,0,0.1,,
United States,2018,2559.22656,0.421417832,98.7960587,78.6390244,62805.25376,44.2,23.1,20,0.6,1.9,0.8,0.5,1.1,3.5,1.6,0,2.8,,
Albania,2019,2839.579908,0.11116863,95.6599274,78.573,13999.42397,6,10.5,0.4,5.4,0,77,0,0,0,0.6,0,0.1,,
Argentina,2019,-2650.710693,-0.091444202,110.406853,76.667,22997.39176,17.3,69,3.3,0,0.1,0,0.1,0.1,0,9.8,0,0.3,,
Australia,2019,-1743.933462,0.911745727,135.714325,82.9,51748.39772,51.8,18.3,0,2.3,0.9,1.7,1.4,2.6,17.4,1.3,0,2.3,,
Austria,2019,3278.619939,0.916747928,98.8835831,81.895122,58076.3488,26.7,61.3,4.3,1.7,0,4.6,0,0,0,1.2,0,0.2,,
Bangladesh,2019,1634.264586,-0.932975292,78.2772675,72.591,5784.269636,0,0,0,0,0,90.1,9.1,0.8,0,0,0,0,,
Bolivia,2019,-1124.020626,-0.730085671,89.1542664,71.513,9092.687044,14.8,59.3,10.1,0,0.1,0,0,0,0,12.8,1.4,1.5,,
Brazil,2019,-982.215276,-0.713788211,106.760986,75.881,15358.08949,17,46.1,28.1,0,0.1,0,0,0.1,2.9,3.5,0.8,1.4,,
Bulgaria,2019,2948.637927,0.578860998,91.5129623,75.1121951,24497.62727,25.7,0.8,0.2,58.9,0,13.2,0,0,0,0.3,0,0.9,,
Belarus,2019,3705.976683,0.332389116,101.531128,74.2268293,20092.88037,34.8,5.2,1.3,58.1,0.2,0,0,0,0,0.4,0,0,,
Canada,2019,3872.995254,1.01676774,114.820534,82.0487805,49299.21177,44.3,27.8,14.4,2.2,1.8,2.2,0.9,1,1.6,3.8,0,0,,
Chile,2019,-2461.585143,0.007929707,103.264542,80.181,25322.71106,25.7,55.8,7.9,0.1,0.5,0,0.4,0.1,0,4.6,1.1,3.7,,
Colombia,2019,315.389892,-0.949501574,103.35463,77.287,15673.09435,46.5,39.4,0.5,0,0,0,0,0,13.6,0.1,0,0,,
Croatia,2019,3111.9,0.694699943,102.849792,78.4243902,30543.93375,19,79.4,0.2,0.5,0.2,0.3,0,0,0,0.3,0,0.2,,
Cyprus,2019,2423.722497,0.557369947,99.2319336,80.982,42338.87891,1.5,0.4,0,71.5,0,26.2,0,0,0,0,0.1,0.3,,
Czechia,2019,3437.406948,0.943887472,101.807053,79.2292683,42847.00474,75.9,18.2,1.6,0.6,0.2,0.1,0,0,0,2.2,0.3,0.8,,
Denmark,2019,3882.21048,0.995625198,129.317444,81.4512195,58700.97467,18.5,0,78.1,0,0,0.9,0,0.2,0,2.4,0,0,,
Ecuador,2019,-126.355491,-0.232956856,101.917908,77.01,11850.49495,35.4,50.7,0.8,0.1,0,0,0,0,10.7,0.6,0.7,0.9,,
Estonia,2019,4043.073768,0.633256257,117.716209,78.6463415,37851.30077,80.7,0.5,5.9,9.7,0,0.2,0,0,0,2.6,0,0.4,,
Finland,2019,4272.76359,0.851656735,152.119446,81.9829268,50321.53969,26.8,0,70.9,0.7,0,0,0,0,0.3,0.9,0,0.4,,
France,2019,3189.707022,0.29938224,104.370781,82.8268293,49072.36383,58.1,32,0.9,0.5,0.3,5.8,0.1,0.3,0.9,0.9,0,0.2,,
Georgia,2019,2919.763083,-0.488382638,106.752693,73.767,15621.87366,5.7,1.3,0.2,82.4,0,9.5,0,0,0,0.9,0,0,,
Germany,2019,3530.432679,0.574308574,94.79245,81.2926829,55652.88749,35.8,27.7,26.7,1.3,0,4.4,0,0,2,1.9,0,0.3,,
Greece,2019,2696.120352,0.181738213,105.21257,81.6390244,30356.2664,3.8,0.5,0.1,91,0.2,2.9,0.2,0,0,0.4,0.1,1,,
Guatemala,2019,1089.059499,-0.573592246,50.1174698,74.302,9018.51752,12.7,48.9,35.3,0.1,0.1,0.1,0.2,0.3,1.3,0.1,0,1,,
Hong Kong,2019,1545.353532,-0.222177982,106.443359,85.0780488,62103.41335,71.3,4.1,14.5,0.1,0,0.3,0.3,8.5,0.7,0,0,0.2,,
Hungary,2019,3254.212086,0.772158086,86.4889297,76.3195122,33514.94179,55.7,32.6,10.3,0.3,0,0,0,0,0.3,0.5,0.1,0.3,,
Iceland,2019,4482.450519,1.639300942,113.703453,83.1634146,58290.09683,18.2,1.6,70.5,0.1,0,0,0,0.4,7,2.2,0,0,,
Italy,2019,2889.16386,0.40438509,100.38871,83.497561,44376.1625,22.5,73.6,0.4,0.2,0,0.8,0.1,0.5,1.1,0.2,0.1,0.5,,
Kazakhstan,2019,3313.350537,-0.168488264,113.792992,73.18,27463.97155,8.3,0.5,0,18.6,0,67.6,0,0.6,0,0,2.3,2.1,,
Jordan,2019,2110.376316,-0.261968046,66.0014877,74.526,10496.43835,0,0,0,0,0,98.3,0,0,1.7,0,0,0,,
Korea,2019,2477.635233,0.55120641,95.5517731,83.2268293,42998.38824,64,6.8,14.9,0.2,0,0,0,14,0,0.2,0,0,,
Latvia,2019,3924.694815,0.443465203,107.570869,75.3878049,31883.25911,51.3,17.1,16.8,13.7,0,0,0,0,0,1,0,0,,
Lithuania,2019,3806.691222,0.779812694,106.592377,76.2829268,38540.78145,14.1,80.1,1,4.3,0,0,0,0,0,0.1,0,0.5,,
Malaysia,2019,290.523396,0.143876806,86.9933395,76.156,29620.97866,2,0,0,0,0,57.8,4.8,17.4,17.4,0.7,0,0,,
Mexico,2019,1630.780569,-0.836903512,109.537399,75.054,19862.5632,12.1,75.3,6.5,0.5,0.1,0,0.5,0.2,0,0,0.1,4.6,,
Montenegro,2019,2946.898782,0.067673579,90.9646988,76.6829268,23072.58274,27.6,2.8,0,49.9,0,16.7,0,0,0,1.2,0.1,1.5,,
Morocco,2019,2193.627438,-0.339893311,78.1782227,76.68,7865.262207,1.3,0,0,0,0,98.7,0,0,0,0,0,0,,
Netherlands,2019,3597.151677,0.847549617,135.150284,82.1121951,59004.32497,59.4,16.2,12.4,0,0.1,3,1.1,0.2,0,2.7,0.5,0.9,,
New Zealand,2019,-2822.138433,1.411302328,126.509949,81.7073171,45554.8094,45.2,10.2,0,0.1,0.2,0.7,1,0.7,34,1.6,0,0,,
Norway,2019,4172.569656,1.170564771,115.607178,82.9585366,66799.16472,36,2.9,52.5,0.9,0,2,0.4,0.2,4.2,0.9,0,0,,
Pakistan,2019,2095.897149,-2.265187025,41.5903206,67.273,5542.208851,0,0,0,0,0,98.3,0.8,0,0,0.7,0,0.2,,
Peru,2019,-634.107723,-0.152364984,105.598503,76.736,13401.00669,2.8,76.2,14.1,0,0,0,0.1,0,2.6,3.7,0.3,0.3,,
Philippines,2019,888.700749,-0.915112436,93.9068604,71.231,9290.966062,2.7,77.6,0.6,0,0,5.6,0,0,13.1,0,0,0.4,,
Poland,2019,3582.441222,0.563653529,110.126617,77.904878,33797.76736,9.2,88.7,0.7,0.6,0,0,0,0,0,0.6,0,0.1,,
Portugal,2019,2718.591168,1.066230536,120.905891,81.6756098,36172.07254,24.6,69.1,3.4,0.4,0,0.6,0,0,0,1.8,0,0.1,,
Romania,2019,3170.078109,0.561702192,88.2191162,75.6073171,31867.26319,3.7,4.5,5.2,85.4,0,0.2,0,0,0,0,0,0.9,,
Russia,2019,4245.15669,-0.557384431,102.139168,73.0839024,30067.74023,39,0.1,0.2,49.6,0,7.9,0.2,0.2,0,0.5,1.2,1.1,,
Serbia,2019,3037.139949,-0.065950118,94.9925766,75.9365854,18822.36077,25.8,2.7,0.6,69.4,0,0.8,0,0,0,0.3,0,0.3,,
Singapore,2019,93.293727,1.500786424,104.28141,83.595122,102431.3157,23.8,6.8,16.8,0,0.2,14,5,25.8,0,7.5,0,0,,
Slovenia,2019,3184.435629,0.807429194,114.145187,81.5292683,40670.87787,35.6,56.6,0.3,2.8,0,3.3,0,0.1,0,0.7,0,0.6,,
Spain,2019,2791.993023,0.310685813,127.790512,83.8317073,41695.14695,37.5,38.7,0.4,0.7,0.1,1.8,0.1,0.1,0,20.7,0,0,,
Sweden,2019,4148.843109,1.039472699,151.172134,83.1097561,54598.78035,38.5,0.9,54,1.1,0.2,0.9,0,0,4.2,0.1,0,0.1,,
Thailand,2019,1095.032208,-0.483683407,113.355476,77.15,19216.84294,0,0.5,0.1,1.7,0,7.1,0,90.7,0,0,0,0,,
United Kingdom,2019,3821.085519,0.53973186,120.080551,81.204878,49041.46355,61.4,7.6,15.2,0,0.4,4.4,1.6,0.2,8.4,0.6,0,0.1,,
United States,2019,2559.22656,0.134975299,99.1894531,78.7878049,65094.79943,44.2,23.1,20,0.6,1.9,0.8,0.5,1.1,3.5,1.6,0,2.8,,
Albania,2020,2839.579908,0.087552309,95.3323669,78.686,13632.18654,6,10.5,0.4,5.4,0,77,0,0,0,0.6,0,0.1,,
Australia,2020,-1743.933462,0.850844324,131.806595,83.2,53316.88543,51.8,18.3,0,2.3,0.9,1.7,1.4,2.6,17.4,1.3,0,2.3,,
Bangladesh,2020,1634.264586,-0.922474504,81.4880524,72.868,5995.407429,0,0,0,0,0,90.1,9.1,0.8,0,0,0,0,,
Bolivia,2020,-1124.020626,-0.459805071,89.7323608,71.771,8283.131195,14.8,59.3,10.1,0,0.1,0,0,0,0,12.8,1.4,1.5,,
Belarus,2020,3705.976683,-0.895924509,102.672859,74.2268293,20237.55113,34.8,5.2,1.3,58.1,0.2,0,0,0,0,0.4,0,0,,
Colombia,2020,315.389892,-0.663913071,103.983673,77.46,14868.46982,46.5,39.4,0.5,0,0,0,0,0,13.6,0.1,0,0,,
Ecuador,2020,-126.355491,-0.269370615,101.816818,77.216,10890.45664,35.4,50.7,0.8,0.1,0,0,0,0,10.7,0.6,0.7,0.9,,
Georgia,2020,2919.763083,-0.415690362,103.086433,73.919,14731.20059,5.7,1.3,0.2,82.4,0,9.5,0,0,0,0.9,0,0,,
Guatemala,2020,1089.059499,-0.418793201,49.9117088,74.529,8852.947743,12.7,48.9,35.3,0.1,0.1,0.1,0.2,0.3,1.3,0.1,0,1,,
Hong Kong,2020,1545.353532,0.092972033,107.587692,85.3878049,58980.01105,71.3,4.1,14.5,0.1,0,0.3,0.3,8.5,0.7,0,0,0.2,,
Kazakhstan,2020,3313.350537,-0.256105691,103.822746,71.37,26750.44623,8.3,0.5,0,18.6,0,67.6,0,0.6,0,0,2.3,2.1,,
Jordan,2020,2110.376316,-0.274932474,68.8369598,74.655,10354.16403,0,0,0,0,0,98.3,0,0,1.7,0,0,0,,
Malaysia,2020,290.523396,0.113924153,85.407959,76.306,27921.41095,2,0,0,0,0,57.8,4.8,17.4,17.4,0.7,0,0,,
Montenegro,2020,2946.898782,-0.059554223,91.3377228,75.9317073,19989.65367,27.6,2.8,0,49.9,0,16.7,0,0,0,1.2,0.1,1.5,,
Morocco,2020,2193.627438,-0.353218377,80.322052,76.901,7368.891602,1.3,0,0,0,0,98.7,0,0,0,0,0,0,,
Peru,2020,-634.107723,-0.355914146,106.907516,76.947,11908.0607,2.8,76.2,14.1,0,0,0,0.1,0,2.6,3.7,0.3,0.3,,
Philippines,2020,888.700749,-0.753126085,95.6992416,71.36,8394.242258,2.7,77.6,0.6,0,0,5.6,0,0,13.1,0,0,0.4,,
Serbia,2020,3037.139949,-0.163741484,92.9392471,74.2292683,19093.95531,25.8,2.7,0.6,69.4,0,0.8,0,0,0,0.3,0,0.3,,
Thailand,2020,1095.032208,-0.575292408,112.340736,77.344,18197.94241,0,0.5,0.1,1.7,0,7.1,0,90.7,0,0,0,0,,
