Country,Year,Miles_Equator,Political_Stability,School_Enrollment_F,Life_Expency,GDP_Per_Capita,None at all,2,3,4,5,6,7,8,9,A great deal,Don't know,No answer,Base mean,Freedom_Mean,Std Dev.,,Freedom
Thailand,2014,1095.032208,-0.906386316,85.7204514,75.378,15480.21079,22.3,14,21,13.6,10.5,11.7,1.7,2.1,0.4,2.3,0,0.4,1195,7.53,2.13,0.814,0.810756972
Ukraine,2014,3338.180877,-2.020833492,95.0410995,71.1595122,10743.58594,13,8.7,17,13.3,13.9,16.3,6.9,5.1,2.7,2.8,0,0,1500,6.56,2.33,0.659,0.659
Egypt,2014,1850.618157,-1.631176591,79.4584122,70.928,10895.94317,8.8,6.4,24,17.2,11.2,11.3,6.4,6.9,2.5,5.6,0,0,1523,6.36,2.4,0.676,0.676
United States,2014,2559.22656,0.582419634,96.3090591,78.7414634,55123.84979,18.4,18,25,15.6,8.5,9,2.2,1.1,0.6,0.5,0,1.5,2199,7.73,1.81,0.855,0.842364532
Uzbekistan,2014,2855.046879,-0.273108631,91.3545227,70.41,6494.859941,34.2,11,16,12,9.5,5.5,2.6,1.9,1.7,3.1,0,2.4,1464,7.8,2.36,0.827,0.807617188
Argentina,2015,-2650.710693,0.01478538,109.598106,75.913,20105.19899,11.8,10,26,23.1,14.3,7.4,3.4,0.8,0.4,0.5,0.5,1.6,1008,7.36,1.67,0.852,0.84272997
Armenia,2015,2764.767831,-0.252332628,88.4213791,74.273,9969.664854,21.9,6,13,8.3,6.5,18.7,7.4,5.7,4.5,4.2,3.6,0,1060,6.52,2.73,0.557,0.57780083
Brazil,2015,-982.215276,-0.331458092,105.737396,74.745,14744.11363,38.3,6.5,13,10.9,9,13.3,2.2,2.4,1.5,2.1,1.1,0.1,1468,7.69,2.41,0.777,0.784848485
Belarus,2015,3705.976683,0.110016517,104.471619,72.9707317,18095.66518,6.8,7.4,16,15.8,13.6,20.7,9,6,2.2,2.5,0.1,0,1534,6.19,2.14,0.596,0.596596597
Chile,2015,-2461.585143,0.433439225,101.118477,79.504,22566.17765,14.5,13,20,17.4,13.8,11.5,5,2.7,0.7,0.8,0.7,0.1,992,7.18,1.99,0.787,0.791750503
Colombia,2015,315.389892,-1.069146633,98.7378311,76.322,13265.79726,34.3,16,21,10.4,6.2,7.5,2.1,0.8,0.4,1.3,0.3,0,1507,8.16,1.96,0.879,0.881644935
Cyprus,2015,2423.722497,0.550866485,99.4556885,80.178,31815.27344,20.8,14,22,16.7,8.4,11.7,1.9,2.3,1.3,0.8,0.5,0,995,7.54,2.02,0.819,0.823115578
Ecuador,2015,-126.355491,-0.143955871,107.169792,75.923,11060.28627,17.9,25,24,12.1,11.1,5.2,1.2,1,1,1.3,0.2,0,1200,7.86,1.85,0.901,0.902805611
Estonia,2015,4043.073768,0.620919824,108.07283,77.0341463,29175.92593,7.2,6.1,16,18.8,16.2,17.8,7.7,5,1.7,1.9,1.2,0.1,1513,6.35,2.04,0.643,0.650151668
Georgia,2015,2919.763083,-0.466081887,99.1421432,72.707,12089.16941,11.9,4.8,14,14.6,11.5,24.6,5.8,6.2,2.7,2.8,1.2,0.1,1186,6.24,2.29,0.568,0.574317492
Germany,2015,3530.432679,0.699824274,97.2517929,81.0902439,47609.781,13.2,6.4,19,20.8,13.7,14.9,4.7,4.3,1.3,1.6,0.3,0,2040,6.8,2.09,0.731,0.733199599
Ghana,2015,548.310363,-0.032099333,62.0326004,62.416,5206.028871,13.5,15,25,17.2,10.4,9.2,4.2,2.9,1.6,1,0,0,1552,7.29,2.01,0.811,0.811
Hong Kong,2015,1545.353532,1.04629457,100.504272,83.9804878,56408.93627,9.8,8.5,23,19.6,16.5,13.6,3.9,3.1,0.8,1.6,0,0.1,999,6.87,1.94,0.774,0.773226773
India,2015,1420.964196,-0.948493361,75.0392609,68.286,5464.859178,15.3,10,15,18.1,15,13.3,5.8,3,1.2,2.7,0,0.7,4049,6.88,2.21,0.734,0.728897716
Kazakhstan,2015,3313.350537,-0.035000283,107.951218,71.44,23224.11784,20.6,8.7,16,18.2,10.3,13.5,5.5,3.4,1.1,3.2,0,0,1500,7.03,2.34,0.738,0.738
Jordan,2015,2110.376316,-0.605778575,70.3333435,73.969,9464.682242,19,13,19,17.1,10.6,13.2,3.1,2.1,1.9,1.8,0,0,1200,7.27,2.17,0.787,0.787
Korea,2015,2477.635233,0.16101411,99.6125717,81.7219512,37902.4004,8,8,19,20.1,13.4,16.6,7.3,4.4,2.2,0.8,0,0.3,1196,6.57,2.01,0.685,0.682951147
Kuwait,2015,2022.50454,-0.213420272,96.3425522,75.019,47230.66013,33.4,15,16,12.2,7.4,6.3,2.1,2.2,0.6,2.3,0.7,2,1268,7.96,2.2,0.84,0.829220138
Malaysia,2015,290.523396,0.258957565,88.8246613,75.268,24801.88843,16.7,8.9,27,20.2,16.4,7.1,1.6,0.8,0.2,0.8,0,0,1300,7.5,1.72,0.892,0.892
Mexico,2015,1630.780569,-0.798699081,100.053467,74.908,18301.50047,42.6,16,19,8.7,3.2,5,0.7,1.1,0.9,2,0.4,0,1991,8.44,2.01,0.895,0.898594378
New Zealand,2015,-2822.138433,1.525453329,119.092361,81.404878,37479.68298,20.3,17,24,16.6,7.3,6.7,1.4,1.3,1,1.2,1.7,1.3,816,7.8,1.9,0.852,0.855421687
Nigeria,2015,626.657931,-1.925442815,43.0058212,52.672,5426.332787,10,15,25,21.1,12.3,8.5,3.9,2,1.2,1.2,0,0,1759,7.22,1.88,0.834,0.834
Pakistan,2015,2095.897149,-2.482707977,32.8369713,66.36,4921.89157,19.7,13,18,18.6,12.2,8.7,4.1,2.3,0.5,2.6,0,0,1200,7.34,2.16,0.815,0.815
Peru,2015,-634.107723,-0.397571415,96.300087,75.529,11572.32079,27,7.7,15,15.2,13.8,13.3,3,1.6,0.3,1.6,0.8,0.9,1190,7.45,2.15,0.787,0.786213786
Philippines,2015,888.700749,-0.855662465,90.8691788,70.481,7186.76928,37.8,5.5,12,8,12.6,13.1,2.1,1.1,1.6,6.3,0,0,1200,7.42,2.69,0.759,0.759
Poland,2015,3582.441222,0.874852359,104.781631,77.602439,26862.05252,9.9,7.4,22,16.7,12.4,18.3,3.9,2.9,1.4,3.3,1.6,0,951,6.67,2.15,0.684,0.695121951
Romania,2015,3170.078109,0.189114437,94.207428,74.9097561,21605.83562,35.6,12,16,10.5,8.6,8.6,2.7,1.6,0.9,2.5,1.1,0.2,1484,7.88,2.28,0.827,0.834510595
Russia,2015,4245.15669,-1.029335141,97.6614532,70.7436585,24085.32422,7.4,4.3,14,14.4,14.3,20.2,7.2,7.2,3.4,3.6,4.1,0.2,2388,5.95,2.25,0.544,0.566077003
Rwanda,2015,-133.879182,0.013241149,41.9104881,66.884,1804.62951,2,11,24,27.4,20.1,8.4,5,1.3,0.5,1,0,0,1527,6.85,1.58,0.845,0.845
Slovenia,2015,3184.435629,0.953392744,110.873062,81.0780488,31628.24718,25.3,18,23,12.7,7.6,8.8,1.6,2,0.6,0.9,0.2,0.3,1064,7.88,1.95,0.866,0.865134865
South Africa,2015,-2108.604258,-0.212992936,112.82489,61.968,13701.94539,14,11,22,18.4,13.4,11.1,3.8,1.7,1,2.6,1.3,0,3486,7.12,2.08,0.788,0.798378926
Spain,2015,2791.993023,0.251491189,123.433479,83.2292683,34903.12748,12.8,7.4,16,21.7,16.3,15.3,3.1,2.6,0.6,0.8,3.2,0.3,1146,6.95,1.91,0.742,0.764160659
Sweden,2015,4148.843109,0.947106421,141.641434,82.2536585,49103.13343,20.4,11,25,19.3,9.5,9.3,2.6,1.7,0.4,0.3,0.6,0,1199,7.62,1.83,0.852,0.857142857
Thailand,2015,1095.032208,-0.99442929,123.606117,75.747,15822.37099,22.3,14,21,13.6,10.5,11.7,1.7,2.1,0.4,2.3,0,0.4,1195,7.53,2.13,0.814,0.810756972
Ukraine,2015,3338.180877,-1.961800098,95.0315323,71.1865854,10164.32715,13,8.7,17,13.3,13.9,16.3,6.9,5.1,2.7,2.8,0,0,1500,6.56,2.33,0.659,0.659
Egypt,2015,1850.618157,-1.496645689,80.6136169,71.117,11512.40214,8.8,6.4,24,17.2,11.2,11.3,6.4,6.9,2.5,5.6,0,0,1523,6.36,2.4,0.676,0.676
United States,2015,2559.22656,0.678062379,97.5130463,78.8414634,56762.72945,18.4,18,25,15.6,8.5,9,2.2,1.1,0.6,0.5,0,1.5,2199,7.73,1.81,0.855,0.842364532
Uzbekistan,2015,2855.046879,-0.373036414,91.4748306,70.671,6680.184701,34.2,11,16,12,9.5,5.5,2.6,1.9,1.7,3.1,0,2.4,1464,7.8,2.36,0.827,0.807617188
Argentina,2016,-2650.710693,0.204625502,109.598106,75.913,20307.87005,11.8,10,26,23.1,14.3,7.4,3.4,0.8,0.4,0.5,0.5,1.6,1008,7.36,1.67,0.852,0.84272997
Armenia,2016,2764.767831,-0.662263811,88.4213791,74.273,10704.22976,21.9,6,13,8.3,6.5,18.7,7.4,5.7,4.5,4.2,3.6,0,1060,6.52,2.73,0.557,0.57780083
Brazil,2016,-982.215276,-0.377205431,105.737396,74.745,14256.16339,38.3,6.5,13,10.9,9,13.3,2.2,2.4,1.5,2.1,1.1,0.1,1468,7.69,2.41,0.777,0.784848485
Belarus,2016,3705.976683,0.142281473,104.471619,72.9707317,17785.9432,6.8,7.4,16,15.8,13.6,20.7,9,6,2.2,2.5,0.1,0,1534,6.19,2.14,0.596,0.596596597
Chile,2016,-2461.585143,0.413110524,101.118477,79.504,23330.77111,14.5,13,20,17.4,13.8,11.5,5,2.7,0.7,0.8,0.7,0.1,992,7.18,1.99,0.787,0.791750503
Colombia,2016,315.389892,-0.882459342,98.7378311,76.322,13812.09606,34.3,16,21,10.4,6.2,7.5,2.1,0.8,0.4,1.3,0.3,0,1507,8.16,1.96,0.879,0.881644935
Cyprus,2016,2423.722497,0.604254723,99.4556885,80.178,35719.15234,20.8,14,22,16.7,8.4,11.7,1.9,2.3,1.3,0.8,0.5,0,995,7.54,2.02,0.819,0.823115578
Ecuador,2016,-126.355491,-0.085357964,107.169792,75.923,11034.26918,17.9,25,24,12.1,11.1,5.2,1.2,1,1,1.3,0.2,0,1200,7.86,1.85,0.901,0.902805611
Estonia,2016,4043.073768,0.673907757,108.07283,77.0341463,31312.7523,7.2,6.1,16,18.8,16.2,17.8,7.7,5,1.7,1.9,1.2,0.1,1513,6.35,2.04,0.643,0.650151668
Georgia,2016,2919.763083,-0.31329149,99.1421432,72.707,12858.4834,11.9,4.8,14,14.6,11.5,24.6,5.8,6.2,2.7,2.8,1.2,0.1,1186,6.24,2.29,0.568,0.574317492
Germany,2016,3530.432679,0.681363404,97.2517929,81.0902439,50579.68393,13.2,6.4,19,20.8,13.7,14.9,4.7,4.3,1.3,1.6,0.3,0,2040,6.8,2.09,0.731,0.733199599
Ghana,2016,548.310363,-0.130928621,62.0326004,62.416,4992.730339,13.5,15,25,17.2,10.4,9.2,4.2,2.9,1.6,1,0,0,1552,7.29,2.01,0.811,0.811
Hong Kong,2016,1545.353532,0.750807106,100.504272,83.9804878,57225.09,9.8,8.5,23,19.6,16.5,13.6,3.9,3.1,0.8,1.6,0,0.1,999,6.87,1.94,0.774,0.773226773
India,2016,1420.964196,-0.953839839,75.0392609,68.286,5839.864817,15.3,10,15,18.1,15,13.3,5.8,3,1.2,2.7,0,0.7,4049,6.88,2.21,0.734,0.728897716
Kazakhstan,2016,3313.350537,0.008457476,107.951218,71.44,23818.82483,20.6,8.7,16,18.2,10.3,13.5,5.5,3.4,1.1,3.2,0,0,1500,7.03,2.34,0.738,0.738
Jordan,2016,2110.376316,-0.492398381,70.3333435,73.969,9445.916863,19,13,19,17.1,10.6,13.2,3.1,2.1,1.9,1.8,0,0,1200,7.27,2.17,0.787,0.787
Korea,2016,2477.635233,0.163468957,99.6125717,81.7219512,39575.45428,8,8,19,20.1,13.4,16.6,7.3,4.4,2.2,0.8,0,0.3,1196,6.57,2.01,0.685,0.682951147
Kuwait,2016,2022.50454,-0.049683165,96.3425522,75.019,44685.49743,33.4,15,16,12.2,7.4,6.3,2.1,2.2,0.6,2.3,0.7,2,1268,7.96,2.2,0.84,0.829220138
Malaysia,2016,290.523396,0.136824623,88.8246613,75.268,25546.12952,16.7,8.9,27,20.2,16.4,7.1,1.6,0.8,0.2,0.8,0,0,1300,7.5,1.72,0.892,0.892
Mexico,2016,1630.780569,-0.629069388,100.053467,74.908,19323.66587,42.6,16,19,8.7,3.2,5,0.7,1.1,0.9,2,0.4,0,1991,8.44,2.01,0.895,0.898594378
New Zealand,2016,-2822.138433,1.519183397,119.092361,81.404878,39933.57444,20.3,17,24,16.6,7.3,6.7,1.4,1.3,1,1.2,1.7,1.3,816,7.8,1.9,0.852,0.855421687
Nigeria,2016,626.657931,-1.877709866,43.0058212,52.672,5234.679127,10,15,25,21.1,12.3,8.5,3.9,2,1.2,1.2,0,0,1759,7.22,1.88,0.834,0.834
Pakistan,2016,2095.897149,-2.483173132,32.8369713,66.36,4963.526707,19.7,13,18,18.6,12.2,8.7,4.1,2.3,0.5,2.6,0,0,1200,7.34,2.16,0.815,0.815
Peru,2016,-634.107723,-0.201726943,96.300087,75.529,12013.37739,27,7.7,15,15.2,13.8,13.3,3,1.6,0.3,1.6,0.8,0.9,1190,7.45,2.15,0.787,0.786213786
Philippines,2016,888.700749,-1.379818797,90.8691788,70.481,7703.762275,37.8,5.5,12,8,12.6,13.1,2.1,1.1,1.6,6.3,0,0,1200,7.42,2.69,0.759,0.759
Poland,2016,3582.441222,0.507241964,104.781631,77.602439,28322.10698,9.9,7.4,22,16.7,12.4,18.3,3.9,2.9,1.4,3.3,1.6,0,951,6.67,2.15,0.684,0.695121951
Romania,2016,3170.078109,0.277196616,94.207428,74.9097561,24271.47002,35.6,12,16,10.5,8.6,8.6,2.7,1.6,0.9,2.5,1.1,0.2,1484,7.88,2.28,0.827,0.834510595
Russia,2016,4245.15669,-0.946210265,97.6614532,70.7436585,24128.08594,7.4,4.3,14,14.4,14.3,20.2,7.2,7.2,3.4,3.6,4.1,0.2,2388,5.95,2.25,0.544,0.566077003
Rwanda,2016,-133.879182,-0.054899283,41.9104881,66.884,1882.457397,2,11,24,27.4,20.1,8.4,5,1.3,0.5,1,0,0,1527,6.85,1.58,0.845,0.845
Slovenia,2016,3184.435629,0.990436018,110.873062,81.0780488,33936.04406,25.3,18,23,12.7,7.6,8.8,1.6,2,0.6,0.9,0.2,0.3,1064,7.88,1.95,0.866,0.865134865
South Africa,2016,-2108.604258,-0.14150399,112.82489,61.968,13748.46142,14,11,22,18.4,13.4,11.1,3.8,1.7,1,2.6,1.3,0,3486,7.12,2.08,0.788,0.798378926
Spain,2016,2791.993023,0.413188279,123.433479,83.2292683,37286.21343,12.8,7.4,16,21.7,16.3,15.3,3.1,2.6,0.6,0.8,3.2,0.3,1146,6.95,1.91,0.742,0.764160659
Sweden,2016,4148.843109,1.017940879,141.641434,82.2536585,50430.25282,20.4,11,25,19.3,9.5,9.3,2.6,1.7,0.4,0.3,0.6,0,1199,7.62,1.83,0.852,0.857142857
Thailand,2016,1095.032208,-0.988581419,123.606117,75.747,16616.195,22.3,14,21,13.6,10.5,11.7,1.7,2.1,0.4,2.3,0,0.4,1195,7.53,2.13,0.814,0.810756972
Ukraine,2016,3338.180877,-1.856479883,95.0315323,71.1865854,11148.19629,13,8.7,17,13.3,13.9,16.3,6.9,5.1,2.7,2.8,0,0,1500,6.56,2.33,0.659,0.659
Egypt,2016,1850.618157,-1.437696576,80.6136169,71.117,11192.37301,8.8,6.4,24,17.2,11.2,11.3,6.4,6.9,2.5,5.6,0,0,1523,6.36,2.4,0.676,0.676
United States,2016,2559.22656,0.402302891,97.5130463,78.8414634,57866.74493,18.4,18,25,15.6,8.5,9,2.2,1.1,0.6,0.5,0,1.5,2199,7.73,1.81,0.855,0.842364532
Uzbekistan,2016,2855.046879,-0.272570699,91.4748306,70.671,6796.904892,34.2,11,16,12,9.5,5.5,2.6,1.9,1.7,3.1,0,2.4,1464,7.8,2.36,0.827,0.807617188
Albania,2017,2839.579908,0.378474772,94.7128983,78.333,12770.96429,5.6,3.5,4.1,5.8,13.9,8.6,11.2,14.6,8.1,24.2,0.3,0.1,1448,6.82,2.71,0.329,0.329659319
Argentina,2017,-2650.710693,0.169504255,111.033463,76.372,23597.11775,1.4,0.7,0.8,1.6,11.1,9.8,14.2,22,12.3,24.5,1.3,0.3,987,7.69,2,0.156,0.157575758
Australia,2017,-1743.933462,0.896060824,141.165375,82.5,48398.5497,1.1,1.3,2.7,2.7,8.9,8,15.9,26.6,13.3,18.3,0,1.1,1793,7.5,2.02,0.167,0.165182987
Austria,2017,3278.619939,1.046832561,98.3281021,81.6439024,54172.98679,1.5,0.8,2.4,4.6,11.5,12,18.5,22.8,9.8,15.2,0.2,0.5,1640,7.16,2.03,0.208,0.207377866
Bangladesh,2017,1634.264586,-1.256080747,75.2174911,72.052,4894.563365,3.2,1,3,2.6,5.7,13.8,17.1,24.6,15.9,13.2,0,0,1200,7.27,2.12,0.155,0.155
Bolivia,2017,-1124.020626,-0.278028756,89.3130264,70.945,8423.69756,0.9,0.8,1.2,3.2,12.8,11.4,14.1,22.3,9,22.4,1.7,0.2,2027,7.48,2.02,0.189,0.191878173
Brazil,2017,-982.215276,-0.473864615,102.906319,75.456,14524.61354,3.8,1,1.8,2.1,16.5,7.3,10.9,11.4,5.1,37.6,1.9,0.5,1719,7.54,2.53,0.252,0.255578093
Bulgaria,2017,2948.637927,0.332049906,96.8239899,74.8146341,21469.94544,4.6,4.4,4.9,6.4,14.4,10.3,12.2,14.3,7.7,15.2,3.9,1.7,1478,6.44,2.59,0.347,0.354805726
Myanmar,2017,1512.063585,-1.084839106,67.108223,66.558,4224.545031,4.3,4,6.4,4.7,19.2,7.7,8.6,13.2,5.8,26.2,0,0,1200,6.72,2.74,0.386,0.386
Belarus,2017,3705.976683,-0.053483382,102.694519,74.1292683,18356.10077,1.7,0.9,2.5,4.8,15.4,9.5,18.8,18.4,9.5,18.1,0.3,0.2,1539,7.13,2.14,0.253,0.253253253
Canada,2017,3872.995254,1.102062702,114.520638,81.9,48317.17458,0.5,0.7,2.3,2.9,7.6,10.6,21.5,29.3,14.2,10.4,0,0,4018,7.38,1.75,0.14,0.14
Chile,2017,-2461.585143,0.417135537,102.028419,79.909,24411.54477,0.8,1.2,2.9,9.1,9.8,12.4,12.3,14.3,7.7,28.9,0.5,0.3,992,7.35,2.32,0.238,0.238476954
Colombia,2017,315.389892,-0.772707641,98.4574966,76.925,14171.3205,2.9,0.5,1.2,2,10.2,5,8.8,16.2,7,46.1,0,0,1520,8.12,2.31,0.168,0.168
Croatia,2017,3111.9,0.69203192,101.823532,77.8268293,27154.08469,1.1,1,1.9,2.4,13.4,9.5,18.1,20,7.9,22.5,2,0.3,1458,7.42,2.06,0.198,0.201424212
Cyprus,2017,2423.722497,0.53786546,99.5304489,80.672,38287.96875,2.9,0.3,3.4,5,19.5,11.3,15.6,18,7.8,14.7,1.1,0.5,985,6.8,2.2,0.311,0.312877264
Czechia,2017,3437.406948,1.000036478,103.870018,78.9780488,38824.88792,1.9,1.7,2.8,5,12.2,9.8,14.4,22.1,13.3,14.8,1.6,0.5,1789,7.13,2.18,0.236,0.238624874
Denmark,2017,3882.21048,0.868414879,129.796188,81.102439,55356.68078,0.6,0.6,1.1,2,6.8,6.6,17.1,32.7,17.9,13.8,0.6,0.3,3339,7.74,1.68,0.111,0.111334002
Ecuador,2017,-126.355491,-0.074853867,103.646408,76.584,11617.91222,3.2,1.4,1.5,3.5,11.1,6.9,13.9,18.3,8.1,31.1,0.9,0,1188,7.57,2.37,0.207,0.208879919
Estonia,2017,4043.073768,0.649775386,118.220169,78.0926829,33821.93291,0.6,1,3.1,2.6,15,10.4,19.5,21.3,11.7,12.6,1.7,0.5,1276,7.13,1.95,0.223,0.225708502
Finland,2017,4272.76359,1.080909133,161.511963,81.6317073,47570.13358,0.5,0.7,1.1,1.4,5.9,5.9,16.3,34.3,18.4,13.5,1.6,0.3,1197,7.81,1.63,0.096,0.097264438
France,2017,3189.707022,0.27907759,104.159187,82.5756098,44577.06457,2.4,1.8,2.3,3.9,13.1,11.8,17.9,25.8,8.2,12.3,0.4,0.1,1872,6.96,2.1,0.235,0.235707121
Georgia,2017,2919.763083,-0.370796114,103.958717,73.414,13589.70739,15.1,5.4,2.5,2.8,13.3,6.2,8.2,9.1,5.5,30.6,1.1,0.2,2183,6.42,3.3,0.391,0.394550959
Germany,2017,3530.432679,0.587721467,95.2235031,80.9926829,53071.45557,0.7,0.6,2.2,3.6,14.2,9.8,20.1,24.5,9.1,13.6,1.3,0.2,3647,7.19,1.9,0.213,0.21536906
Greece,2017,2696.120352,-0.073572554,101.369293,81.2878049,28604.86094,1.9,4.1,8,10.1,14.1,16.6,20.2,15,5.3,4.4,0.3,0.1,1196,5.99,2.1,0.382,0.382765531
Guatemala,2017,1089.059499,-0.650674939,51.4775581,73.81,8322.21681,1.5,0.7,1.3,3,9.4,10.1,14.6,18,11.6,29.9,0,0,1229,7.75,2.11,0.159,0.159
Hong Kong,2017,1545.353532,0.829483867,103.665932,84.6804878,59842.213,1.7,1.2,3.4,6.1,14.8,16.1,21.1,20.4,6.6,8.3,0.2,0,2072,6.64,1.97,0.272,0.27254509
Hungary,2017,3254.212086,0.80656302,103.567238,75.8170732,29501.12042,2.4,1.2,2.8,4.9,16.6,10.4,13.9,21.5,6.7,18.7,0.4,0.4,1507,7.01,2.24,0.279,0.279
Iceland,2017,4482.450519,1.34830904,116.899879,82.6609756,55638.49206,0.2,0.7,1.6,1.5,6.6,6.7,17,34.1,17.3,13.5,0.4,0.4,1620,7.74,1.64,0.106,0.106
Indonesia,2017,-54.459975,-0.497903407,88.1519699,71.282,10935.63172,3.6,1.4,2.7,2,9.1,6.4,13.5,19.4,7.2,34,0.7,0,3176,7.66,2.41,0.188,0.189325277
Iran,2017,2237.525652,-0.934016049,84.6544418,76.271,15883.39425,5.3,1.3,1.9,2.7,22.1,7.1,12.3,19.4,4.8,22.7,0.3,0.2,1492,6.92,2.48,0.333,0.333333333
Italy,2017,2889.16386,0.306821197,100.900711,82.9463415,41581.12079,1,0.9,1.6,2.6,8.2,16.4,25.1,25.9,8.1,8.8,1.3,0,2251,7.11,1.72,0.143,0.144883485
Kazakhstan,2017,3313.350537,0.028801313,114.73275,72.95,24862.96612,4.1,1.2,2.6,5.9,17.2,14.5,15.3,14.9,7.5,14.8,1.7,0.4,1249,6.67,2.31,0.31,0.31408308
Jordan,2017,2110.376316,-0.451625288,63.6136818,74.292,10003.57498,2.5,1.2,1.5,3.2,14.2,9.5,15.5,18.3,9.5,24.7,0,0,1203,7.37,2.24,0.226,0.226
Korea,2017,2477.635233,0.385621011,100.001289,82.6268293,40957.41806,0.2,0.3,1.6,4,7.7,12.4,37.6,27.1,7.1,2,0,0,1245,6.98,1.39,0.138,0.138
Latvia,2017,3924.694815,0.462217093,110.162521,74.6292683,28673.5634,3.7,3,3.9,5.3,13.2,12.5,18.5,20.2,9.6,8.7,1.5,0.1,1312,6.57,2.26,0.291,0.295131846
Lithuania,2017,3806.691222,0.775797248,106.040871,75.4804878,33761.87124,1.1,0.7,2.6,4.2,9.1,11.1,15.5,24,12.1,16.2,2.4,0.9,1404,7.35,2.01,0.177,0.179695431
Malaysia,2017,290.523396,0.116410345,87.9516678,75.828,26661.50742,0.6,0.7,2.1,3.4,11,15.1,19.6,24.5,13.2,9.9,0,0,1313,7.18,1.8,0.178,0.178
Mexico,2017,1630.780569,-0.797446549,108.219902,74.947,19721.26098,1.4,1.1,1.6,1.4,7.4,7.1,10,17.7,11.3,40.9,0.1,0,1739,8.17,2.12,0.129,0.129129129
Montenegro,2017,2946.898782,-0.057744302,90.5416031,76.4853659,19682.2652,1.9,1.4,1.2,3.2,8.1,11.7,14.4,15.8,10.3,30.6,1.3,0.2,989,7.69,2.21,0.158,0.159757331
Morocco,2017,2193.627438,-0.373987466,75.332222,76.218,7312.056641,2.1,2.2,3.8,5.5,10.4,16.1,20.8,17.9,7.5,13.6,0,0,1200,6.81,2.16,0.24,0.24
Netherlands,2017,3597.151677,0.921112537,136.516907,81.7609756,55088.6338,1.2,0.8,2.6,2.9,7.1,13.2,26,29.6,8.5,4.2,2.5,0.2,4375,7.02,1.68,0.146,0.149437052
New Zealand,2017,-2822.138433,1.595223069,118.2183,81.6585366,42218.53771,0.2,0.9,1.8,2.9,6.8,8.4,15.4,25.3,18.4,15.8,1.4,0,1013,7.69,1.81,0.126,0.127789047
Norway,2017,4172.569656,1.170478702,114.223984,82.6097561,64050.75617,0.5,1.1,1.1,2.2,6.3,7.6,20.9,28.4,14.4,17.3,0.1,0,1122,7.69,1.76,0.112,0.112112112
Pakistan,2017,2095.897149,-2.40630579,36.0808907,66.947,5091.087164,3.9,1.6,2.3,3.8,12.2,7.6,7.6,11.4,10.2,39.2,0.3,0.1,1989,7.66,2.58,0.238,0.238476954
Peru,2017,-634.107723,-0.259545833,102.530388,76.286,12506.52938,1,0.4,1.1,1.8,10.9,11.2,14,20.8,16,22.2,0.4,0.2,1392,7.69,1.93,0.152,0.152304609
Philippines,2017,888.700749,-1.18508029,90.6489792,70.952,8120.868793,6.3,3.1,2.5,3.9,18.9,13.1,10.1,13.4,7.9,20.8,0,0,1200,6.66,2.62,0.347,0.347
Poland,2017,3582.441222,0.518378258,108.076042,77.7536585,30064.50348,2.9,1,2.6,3,15.2,8.7,17.5,22.5,11.8,13,1.8,0.1,1332,7.04,2.15,0.247,0.251271617
Portugal,2017,2718.591168,1.118587017,118.70002,81.4243902,33044.71674,0.8,0.6,1.3,3.4,13.7,12.5,20,27.1,10,9.6,0.8,0.1,1190,7.13,1.78,0.198,0.19939577
Romania,2017,3170.078109,0.056402251,91.4331665,75.3097561,27141.90093,1.7,0.7,2.4,3.4,12.4,8.2,12.5,14.1,8.8,33.6,1.8,0.4,2810,7.67,2.29,0.206,0.208924949
Russia,2017,4245.15669,-0.640630484,102.055923,72.4514634,25926.44336,2.7,1.7,3.5,4.6,15.7,14.2,16.9,15.3,7.2,14.1,4,0.1,3499,6.73,2.23,0.282,0.293444329
Serbia,2017,3037.139949,0.086855382,95.8786926,75.5390244,16611.02374,2.8,1.8,4.5,6.4,15.1,12.8,14.2,15.9,9.7,15.2,0.7,0.8,2526,6.75,2.33,0.306,0.305694306
Singapore,2017,93.293727,1.615669966,107.000237,83.095122,95310.33386,1.5,1.5,2.1,4.3,15.2,12.8,23.1,23.5,5.7,9.8,0,0.4,2003,6.83,1.93,0.246,0.24501992
Slovenia,2017,3184.435629,0.873399794,117.059029,81.0292683,36507.55304,0.7,0.7,2,2.2,10.6,6.2,17.7,26.4,13.1,19.9,0.5,0.1,1074,7.63,1.9,0.162,0.162650602
Spain,2017,2791.993023,0.282884181,126.880203,83.2829268,39528.92539,1.2,0.5,0.9,2.9,10.5,13,19.8,19.9,14.6,15.7,0.9,0.1,1198,7.41,1.89,0.16,0.161290323
Sweden,2017,4148.843109,0.984416783,157.907013,82.4097561,51947.95425,1.3,0.5,1.3,1.8,6.5,6.5,21.2,32.1,14,14.9,0,0,1198,7.65,1.76,0.114,0.114
Thailand,2017,1095.032208,-0.75284487,114.378532,76.683,17422.95235,4.2,2.7,4.7,7.2,21.2,15.9,14.5,16,4.6,8.7,0.6,0,1491,6.14,2.23,0.4,0.402414487
North Macedonia,2017,2870.995815,-0.254332393,80.3052063,75.9536585,15706.44417,2,1.6,3,4.2,9.4,9.4,13.5,18.2,13,21.6,1.9,2.3,1071,7.38,2.27,0.202,0.201195219
